node_1|node_2|edge|chunk_id|node_3|node_4|level
compliance of the ai system with the relevant requirements|general characteristics, capabilities and limitations of the system|represents the inherent relationship between the AI system's compliance with the relevant requirements and its general characteristics, capabilities and limitations. This relationship signifies that an AI system's conformity to the requisite regulatory standards is intrinsically linked to its fundamental attributes.|e91c71902afa474cb120f0049dcb7d68|||
general characteristics, capabilities and limitations of the system|algorithms, data, training, testing and validation processes used|represents the causal relationship between an AI system's fundamental attributes and its underlying algorithms, data, training, testing and validation processes. This relation denotes that an AI system's core functionalities and procedures are inextricably linked to its essential characteristics.|e91c71902afa474cb120f0049dcb7d68|||
algorithms, data, training, testing and validation processes used|relevant risk management system|represents the causal relationship between an AI system's underlying algorithms, data, training, testing, and validation processes and its pertinent risk management system. This relation indicates that an AI system's fundamental functionalities and procedures are intrinsically linked to its relevant risk management system.|e91c71902afa474cb120f0049dcb7d68|||
technical documentation|general characteristics, capabilities and limitations of the system|represents the causal relationship between an AI system's technical documentation and its fundamental attributes. This relation signifies that an AI system's technical documentation is inextricably linked to its essential characteristics.|e91c71902afa474cb120f0049dcb7d68|||
technical documentation|algorithms, data, training, testing and validation processes used|represents the causal relationship between an AI system's technical documentation and its underlying algorithms, data, training, testing, and validation processes. This relation denotes that an AI system's technical documentation is intrinsically linked to its fundamental functionalities and procedures.|e91c71902afa474cb120f0049dcb7d68|||
technical documentation|relevant risk management system|represents the causal relationship between an AI system's technical documentation and its pertinent risk management system. This relation signifies that an AI system's technical documentation is intrinsically linked to its relevant risk management system.|e91c71902afa474cb120f0049dcb7d68|||
users|transparency of high-risk ai systems|represents the causal relationship between users and the degree of transparency required for high-risk AI systems. This relation denotes that the users' interaction with high-risk AI systems is intrinsically linked to their level of comprehensibility and complexity.|e91c71902afa474cb120f0049dcb7d68|||
high-risk ai systems|relevant documentation and instructions for use|represents the causal relationship between high-risk AI systems and their accompanying documentation and instructions for use. This relation denotes that high-risk AI systems' functionality and performance are intrinsically linked to their relevant documentation and instructions for use.|e91c71902afa474cb120f0049dcb7d68|||
high-risk ai systems|concise and clear information including risks to fundamental rights and discrimination|represents the causal relationship between high-risk AI systems and their concise and clear information regarding potential risks to fundamental rights and discrimination. This relation signifies that high-risk AI systems' functionality and performance are intrinsically linked to their pertinent risks to fundamental rights and discrimination.|e91c71902afa474cb120f0049dcb7d68|||
provider of the system|human oversight measures|represents the causal relationship between the provider of the system and the human oversight measures required for high-risk AI systems. This relation denotes that the providers' responsibility for high-risk AI systems is intrinsically linked to their pertinent human oversight measures.|e91c71902afa474cb120f0049dcb7d68|||
human oversight|natural persons|represents the causal relationship between human oversight and the natural persons assigned to oversee high-risk AI systems' functioning. This relation denotes that human oversight's effectiveness is intrinsically linked to the involvement of natural persons.|e91c71902afa474cb120f0049dcb7d68|||
human oversight|in-built operational constraints that cannot be overridden by the system itself|represents the causal relationship between human oversight and the in-built operational constraints required for high-risk AI systems. This relation denotes that human oversight's effectiveness is intrinsically linked to the pertinent in-built operational constraints.|e91c71902afa474cb120f0049dcb7d68|||
